Unnamed: 0,Communication_Communication band,Communication_Frequency [GHz],Communication_Beamwidth [deg],Communication_D_r [m],Communication_Required Eb/N0 [dB],Communication_Efficiency,Communication_D_antenna [m],Communication_Mass_communication [kg],Communication_Data Rate [bps],OBC_cpu_DMIPS,OBC_cpu_power_idle,OBC_power max,OBC_cpu efficiency,OBC_recovery rate,OBC_Throughtput per W,OBC_Mass_OBC,SolarArray_Solar Material,SolarArray_Efficiency,SolarArray_Specific Power [W/kg],SolarArray_A_solar [m^2],SolarArray_P_solar_max [W],SolarArray_Mass_solar_array [kg],Battery_Battery type,Battery_Number of cell,Battery_Diameter [m],Battery_Length [m],Battery_Volumetric Energy [Wh/m³],Battery_Specific Energy [Wh/kg],Battery_Capacity [Wh],Battery_Mass_battery [kg],Radiator_Radiator material,Radiator_A_radiator [m2],Radiator_rho [kg/m³],Radiator_emissivity,Radiator_thickness [m],Radiator_Q_rad [W/K⁴],Radiator_Mass_radiator [kg],CubeSat mass,score_4orbits,score_8orbits,score_15orbits,subscore_4_Power,subscore_4_Thermal,subscore_4_OBC,subscore_4_Comm,subscore_4_Payload,subscore_8_Power,subscore_8_Thermal,subscore_8_OBC,subscore_8_Comm,subscore_8_Payload,subscore_15_Power,subscore_15_Thermal,subscore_15_OBC,subscore_15_Comm,subscore_15_Payload
320300,X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Silveredteflon_5mil,0.03,2100,0.78,0.005,1.3267799999999996e-09,0.315,0.8426183808268826,7.133219667617096,6.485548199335009,6.003335139051904,0.615145786881543,0.605428054785696,0.8472892634253475,0.9000000003665414,0.6502991452991453,0.6193189596979995,0.4308123140449551,0.8481134011480076,0.779608380577413,0.6504299754299754,0.6140131584373896,0.3269104566172044,0.8454903976736758,0.7080057678523946,0.6489496130153214
320400,X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,NiCd,3,0.018,0.065,54000,30.0,2.6795586220263417,0.0893186207342113,Blackpaints_3Mblackvelvet,0.03,1200,0.84,0.002,1.4288399999999996e-09,0.072,0.6226760207342115,5.449000451742629,4.848881105586765,4.41081847391945,0.561026878718052,0.4692175080847254,0.5277150564249656,0.7472991134148848,0.46273504273504273,0.5664185912845977,0.4044559340106513,0.44986175808234763,0.6237814511839616,0.41695331695331694,0.5654425264578259,0.37259996083987285,0.3618616086825865,0.5992215291337821,0.36545569420312746
320500,X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Metallic_anodizedAl,0.03,2750,0.88,0.002,1.49688e-09,0.165,0.7427345582595803,5.493387876681258,4.71957936367862,4.2074379824363515,0.8757489516470862,0.4695200245657172,0.4460341568984125,0.6574845473831288,0.4148717948717949,0.8790590329353455,0.4046241912323838,0.3910788906211109,0.44003579345978205,0.38255528255528254,0.8800418696916745,0.3727021764401339,0.3225588855288164,0.36392119195313116,0.34245774759121783
320600,X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,LiIon_21700,3,0.018,0.065,228500,190.4,11.338502687648504,0.0595509594939522,Aluminizedteflon_2mil,0.03,2200,0.78,0.002,1.3267799999999996e-09,0.132,0.6529083594939522,7.079034758551005,6.612984304521986,6.196754523808551,0.8655234016484572,0.50358866248335,0.8016001683857661,0.8158290785199047,0.6236752136752137,0.8701139326656405,0.39165810692779446,0.8154154299322116,0.7209285194478969,0.6312960687960687,0.8688394589627106,0.336599890296282,0.7718925506811654,0.6681307076488852,0.6058284631179909
320700,X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.5533367007210497,8.349741025026699,8.360373404820585,8.337759421476102,0.8186035263170078,0.9997790247641034,0.8472892634253475,0.9000000003665414,0.6502991452991453,0.8228626930104095,0.9997790247641034,0.8481133976882098,0.9000000009357101,0.6504299754299754,0.8116881814312498,0.9997790247641034,0.8481357675608996,0.9000000020499137,0.6504975517295846
320800,X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.6279394600645791,7.7629848280811995,7.351155339928567,6.935862153301759,0.6772288493108674,0.8395002707108223,0.8472892634253475,0.9000000003665414,0.6502991452991453,0.6806023331502485,0.6353127707108223,0.8481133976882098,0.9000000009357101,0.6504299754299754,0.6786609986456684,0.47631671113974833,0.8481357675608996,0.9000000020499137,0.6504975517295846
320900,X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Aluminizedteflon_5mil,0.03,2200,0.66,0.005,1.12266e-09,0.33,0.93128473340668,8.384248563303386,8.374511810511041,8.36431053819829,0.8365156662034936,0.9987556537734466,0.8472892634253475,0.9000000003665414,0.6502991452991453,0.8389681082955068,0.9889061167364095,0.8481133976882098,0.9000000009357101,0.6504299754299754,0.8400269658645811,0.9815308595589642,0.8481357675608996,0.9000000020499137,0.6504975517295846
321000,X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,0.6690345745796331,8.290827950569808,8.077106856463649,7.595186311213037,0.8061612862970629,0.9798964397326515,0.8472892634253475,0.9000000003665414,0.6502991452991453,0.8088065764777083,0.856125606399318,0.8481133976882098,0.9000000009357101,0.6504299754299754,0.8092848699556757,0.6289805004376368,0.8481357675608996,0.9000000020499137,0.6504975517295846
321100,X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Betacloth,0.03,1600,0.86,0.003,1.4628599999999996e-09,0.144,1.2553149049496404,8.522123762539744,8.508689428803564,8.498138852954723,0.9108545343106774,0.9951825770857474,0.8472892634253475,0.9000000003665414,0.6502991452991453,0.9107622644954386,0.9863052622709325,0.8481133976882098,0.9000000009357101,0.6504299754299754,0.9123262002094306,0.9783976742457852,0.8481357675608996,0.9000000020499137,0.6504975517295846
321200,X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Whitepaints_S13G-LO,0.03,1300,0.85,0.003,1.4458499999999995e-09,0.117,1.3878575462695442,8.540215611678946,8.527752442112824,8.519569268753687,0.9164269157777368,0.9996752601963828,0.8472892634253475,0.9000000003665414,0.6502991452991453,0.9153138356048655,0.9924437787149014,0.8481133976882098,0.9000000009357101,0.6504299754299754,0.9167897894851923,0.9859726504361204,0.8481357675608996,0.9000000020499137,0.6504975517295846
321300,X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Aluminizedkapton_2mil,0.03,1420,0.75,0.002,1.2757499999999999e-09,0.0852,0.6860544507082309,8.114295262826039,8.118235509204109,8.1143821920957,0.7100911983779301,0.9989701426615429,0.8472892634253475,0.9000000003665414,0.6502991452991453,0.7122480940903186,0.99719467969858,0.8481133976882098,0.9000000009357101,0.6504299754299754,0.7107136022592805,0.9968483950877123,0.8481357675608996,0.9000000020499137,0.6504975517295846
321400,X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,NiH2_individual,3,0.021,0.07,64500,43.0,4.691454192339331,0.1091035858683565,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,0.7852383684770522,7.582933547294091,7.117066639291272,6.688984125588874,0.7007278276554973,0.7215218536042047,0.8472892634253475,0.9000000003665414,0.6502991452991453,0.7035827998426322,0.5227487054560566,0.8481133976882098,0.9000000009357101,0.6504299754299754,0.702027251580545,0.38414333272899764,0.8481357675608996,0.9000000020499137,0.6504975517295846
321500,X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Whitepaints_Z93,0.03,1300,0.92,0.001,1.5649199999999996e-09,0.039,0.741511940868276,6.104279122112603,6.046313228751787,5.732434790786581,0.8785714731931561,0.496126681002269,0.5481352816486172,0.7472991134148848,0.47470085470085466,0.8754782311513661,0.40291140322449126,0.6328222900367133,0.6905463739115166,0.5242321867321866,0.8706853754873969,0.3570591608963618,0.6014553358430157,0.6542623750690673,0.5059864160480176
321600,X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Aluminizedkapton_5mil,0.03,1420,0.86,0.005,1.4628599999999996e-09,0.213,0.8590500055408417,7.159100316065668,6.3492654497269765,5.621846099557634,0.6056450018919098,0.6287529349279307,0.8472892634834406,0.8962913199020346,0.6502991452991453,0.6091236936334836,0.3822506201131159,0.8481134004654873,0.8033582490216522,0.6504299754299754,0.6058633990825291,0.2310295456874988,0.8481357731566614,0.7271792422091072,0.6504975517295846
321700,X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,NiCd,3,0.018,0.065,54000,30.0,2.6795586220263417,0.0893186207342113,Maxorb,0.03,2100,0.1,0.0015,1.7009999999999999e-10,0.0945,0.6757369639294777,4.353662322169007,3.973028767134906,3.6984425551964497,0.5547698399444988,0.46747074881701983,0.378647417233425,0.4243214190493425,0.37538461538461537,0.5590310462149138,0.41853787844664947,0.342583023222004,0.3486998632194371,0.3541769041769042,0.5579141718804863,0.394467984717619,0.29761676926946523,0.32222969733688056,0.3278628968567367
321800,X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Whitepaints_ZOT,0.03,1300,0.91,0.002,1.5479099999999999e-09,0.078,0.679085546314858,5.999449947193955,5.773137395219457,5.320069258933281,0.8647301592880348,0.46224724146701635,0.5481352816486172,0.7472991134148848,0.47470085470085466,0.8659642056646676,0.3859625192447941,0.5699992522803135,0.6905463739115166,0.48746928746928747,0.8564103105400431,0.3484383531139365,0.4932792307352524,0.6542623750690673,0.44252092876322857
321900,X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,LiIon_21700,3,0.018,0.065,228500,190.4,11.338502687648504,0.0595509594939522,Metallic_VDA,0.03,2700,0.04,0.002,6.803999999999999e-11,0.162,0.7134693026892185,4.691925133083033,4.306220415361724,4.026860011936123,0.8688486659685744,0.43391514270392156,0.378647417233425,0.4243214190493425,0.37538461538461537,0.8711274134591541,0.4017554204816993,0.342583023222004,0.3486998632194371,0.3541769041769042,0.8725733405128804,0.3859361748420087,0.29761676926946523,0.32222969733688056,0.3278628968567367
322000,X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,100,0.3,0.9,10000.0,2.0,300000.0,0.045,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,NiCd,3,0.018,0.065,54000,30.0,2.6795586220263417,0.0893186207342113,Quartzmirror,0.03,1333,0.8,0.008,1.3607999999999999e-09,0.31992,0.9538946207342114,7.493097183512418,6.6568824228782395,5.8399589175924715,0.7688518449964176,0.6549814050394027,0.8464672698994595,0.8521417465418135,0.6502991452991453,0.7682182223750372,0.41124297911347685,0.8468803757257255,0.7511881239745604,0.6504299754299754,0.764386880985088,0.2532341029250045,0.8146482703085551,0.6820367178722387,0.6315905860053703
322100,X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,100,0.3,0.9,10000.0,2.0,300000.0,0.045,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Whitepaints_chemglazeA276,0.03,1300,0.88,0.001,1.49688e-09,0.039,0.7000331582595803,6.0230611585065565,5.596279675671885,5.081828497246491,0.9001279020403994,0.4534119757252652,0.5474690360106008,0.7473251182555463,0.47470085470085466,0.8981432016799086,0.36650456831785777,0.5237421693964075,0.6906043363952263,0.4610257985257985,0.8925385806332109,0.2941844442018338,0.46346724569802605,0.654377559451623,0.42560416995735273
322200,X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,100,0.3,0.9,10000.0,2.0,300000.0,0.045,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Metallic_bareAl,0.03,2700,0.1,0.001,1.7009999999999999e-10,0.081,0.684683457287277,4.837043248926577,4.387936331584676,4.076553759938556,0.8964013413545421,0.48999976313006255,0.37846233344390323,0.4243286467826338,0.37538461538461537,0.8949011371660218,0.4297821705374699,0.34244995682226825,0.3487070909527284,0.3541769041769042,0.8949641023728213,0.4001613646589043,0.29754833352499876,0.3222369250701719,0.3278628968567367
322300,X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,100,0.3,0.9,10000.0,2.0,300000.0,0.045,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Silveredteflon_2mil,0.03,2100,0.66,0.002,1.12266e-09,0.126,0.7413353007210497,8.148284353128258,7.816075489113038,7.506599861613317,0.8793844866326931,0.8245291547440022,0.8463958786583259,0.9000348828510771,0.6502991452991453,0.8774935787214744,0.6708115621514097,0.846473202414131,0.9000890492347169,0.6504299754299754,0.8766007703996028,0.5486737330100198,0.8462876652890714,0.9001950852273355,0.6504975517295846
322400,X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,100,0.3,0.9,10000.0,2.0,300000.0,0.045,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Blackpaints_chemglazeZ306,0.03,1200,0.89,0.0015,1.5138899999999996e-09,0.054,0.5243585839451762,4.680772580119803,4.295737617606438,4.017599559070146,0.8653433142292508,0.43072271699519993,0.37846233344390323,0.4243286467826338,0.37538461538461537,0.8643642400881918,0.40014169847668135,0.34244995682226825,0.3487070909527284,0.3541769041769042,0.8646408227939248,0.3850990112136026,0.29754833352499876,0.3222369250701719,0.3278628968567367
322500,X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,100,0.3,0.9,10000.0,2.0,300000.0,0.045,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Metallic_VDG,0.03,8400,0.03,0.001,5.102999999999999e-11,0.252,1.405753946269544,6.146514916812141,5.172682601508414,4.487880582267258,0.8980324312623312,0.6569951173315012,0.547730563544617,0.571878208139456,0.47470085470085466,0.8980577788565475,0.5134303025166862,0.4642665085355347,0.40651122613009083,0.4255528255528256,0.8980494715281688,0.4428113134881385,0.36020032710571726,0.3486270501534497,0.36457115779497706
322600,X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,100,0.3,0.9,10000.0,2.0,300000.0,0.045,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Silveredteflon_5mil,0.03,2100,0.78,0.005,1.3267799999999996e-09,0.315,0.7951036984602302,4.918621366353867,4.420627056680201,4.090950311099194,0.8956858533428034,0.4615604170821366,0.37836402023845406,0.4902824944273773,0.37538461538461537,0.8942697673880485,0.4156414356006551,0.3423793017955089,0.37454522350741826,0.3541769041769042,0.8947102015542233,0.3930540624087927,0.29751199601669154,0.33403316677406325,0.3278628968567367
322700,X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,100,0.3,0.9,10000.0,2.0,300000.0,0.045,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Blackpaints_3Mblackvelvet,0.03,1200,0.84,0.002,1.4288399999999996e-09,0.072,1.0744370788626836,5.091943984406932,4.5114487567108155,4.1431260564592645,0.9150015369185447,0.47599724818369127,0.37826979340095757,0.5534949841015568,0.37538461538461537,0.9128624209256445,0.42288613707258016,0.3423115835302529,0.3993093994522555,0.3541769041769042,0.91352432065716,0.39676098253741415,0.29747716886936526,0.3453391001430741,0.3278628968567367
322800,X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,100,0.3,0.9,10000.0,2.0,300000.0,0.045,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Metallic_anodizedAl,0.03,2750,0.88,0.002,1.49688e-09,0.165,0.6855293321726238,4.755016215116072,4.352057420092057,4.064711261144439,0.9102302085278187,0.4430036269574691,0.37846233344390323,0.4243286467826338,0.37538461538461537,0.9084865885720049,0.40632770103154314,0.34244995682226825,0.3487070909527284,0.3541769041769042,0.9090140756645005,0.38828695188339235,0.29754833352499876,0.3222369250701719,0.3278628968567367
322900,X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,100,0.3,0.9,10000.0,2.0,300000.0,0.045,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Aluminizedteflon_2mil,0.03,2200,0.78,0.002,1.3267799999999996e-09,0.132,0.6239766246212743,4.7299641568816915,4.325334178708075,4.037316454095618,0.8768135889366901,0.44789941158063423,0.37846233344390323,0.4243286467826338,0.37538461538461537,0.875657036031672,0.40877672639544904,0.34244995682226825,0.3487070909527284,0.3541769041769042,0.875982126088043,0.38953242562841445,0.29754833352499876,0.3222369250701719,0.3278628968567367
323000,X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,100,0.3,0.9,10000.0,2.0,300000.0,0.045,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,NiH2_individual,3,0.021,0.07,64500,43.0,4.691454192339331,0.1091035858683565,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.5357232287254994,7.508314195395048,6.737369158714969,6.194573988960706,0.8424220015938635,0.6097513414339607,0.8464795290014724,0.8439176726301219,0.6502991452991453,0.8415597859926333,0.39788560069321993,0.8468764024604871,0.7526411240937727,0.6504299754299754,0.8399404379147845,0.29135353938359815,0.8399546457823241,0.6864783345529215,0.6464065708418891
323100,X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,100,0.3,0.9,10000.0,2.0,300000.0,0.045,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.5257368459767345,8.494813120937884,8.492456955938588,8.492090481913069,0.8931532225505918,0.999763118219821,0.8463958786583259,0.9000348828510771,0.6502991452991453,0.8916007409743595,0.999763118219821,0.846473202414131,0.9000890492347169,0.6504299754299754,0.8914164433597483,0.9997516013500478,0.8462876652890714,0.9001950852273355,0.6504975517295846
323200,X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,100,0.3,0.9,10000.0,2.0,300000.0,0.045,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Aluminizedteflon_5mil,0.03,2200,0.66,0.005,1.12266e-09,0.33,0.7952348657892887,6.250742013123586,5.227815492399875,4.488593342842082,0.8469665989703555,0.5800994250079583,0.5474690360106008,0.7473251182555463,0.47470085470085466,0.8457562059236179,0.4749234990820324,0.4640319131214564,0.4923014070818485,0.4255528255528256,0.8457384311653484,0.4231878591997187,0.36007967591803974,0.3877940336103801,0.36457115779497706
323300,X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,100,0.3,0.9,10000.0,2.0,300000.0,0.045,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,NiCd,3,0.018,0.065,54000,30.0,2.6795586220263417,0.0893186207342113,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,0.5246217786289482,5.058086680062298,4.431846358627603,4.032984318299722,0.8212102826571526,0.44890644350475195,0.37815176947950147,0.6326718525454911,0.37538461538461537,0.8204657965993679,0.3942629249862335,0.3422110426364291,0.4360766198601516,0.3541769041769042,0.8203829877119532,0.3673839850473767,0.2974227070292862,0.36301904186553235,0.3278628968567367
323400,X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,100,0.3,0.9,10000.0,2.0,300000.0,0.045,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Betacloth,0.03,1600,0.86,0.003,1.4628599999999996e-09,0.144,0.6530803161543172,4.823444966619571,4.379470420593025,4.074493343570395,0.9039839713337496,0.4465722743355046,0.37841618152349676,0.45528986621488504,0.37538461538461537,0.9021019215067851,0.4081000521132824,0.342416788692347,0.3608364832522405,0.3541769041769042,0.902448115912394,0.38917571161579023,0.29753127533039,0.3277745250876466,0.3278628968567367
323500,X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,100,0.3,0.9,10000.0,2.0,300000.0,0.045,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,LiIon_21700,3,0.018,0.065,228500,190.4,11.338502687648504,0.0595509594939522,Whitepaints_S13G-LO,0.03,1300,0.85,0.003,1.4458499999999995e-09,0.117,0.5692541173886891,4.7468756086068,4.345846214672129,4.059503282435973,0.9058733456433574,0.44133695082953006,0.37846233344390323,0.4243286467826338,0.37538461538461537,0.9039533356107043,0.4054596360147153,0.34244995682226825,0.3487070909527284,0.3541769041769042,0.9043123363226625,0.3878117206494547,0.29754833352499876,0.3222369250701719,0.3278628968567367
323600,X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,100,0.3,0.9,10000.0,2.0,300000.0,0.045,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Aluminizedkapton_2mil,0.03,1420,0.75,0.002,1.2757499999999999e-09,0.0852,0.5485824586157866,4.954803027103127,4.437215090603537,4.099086911592673,0.8976580750859114,0.44941428751090096,0.37831786831804765,0.5212437138596285,0.37538461538461537,0.8958956364010984,0.4095091949183084,0.34234613366558764,0.3866746158069304,0.3541769041769042,0.8961949533062712,0.389880030908906,0.2974949378220827,0.33957076679153797,0.3278628968567367
323700,X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,100,0.3,0.9,10000.0,2.0,300000.0,0.045,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,0.5507895839451761,4.773141184610647,4.336967729657274,4.0361312693068925,0.8635745170202808,0.44359580618257866,0.37841618152349676,0.45528986621488504,0.37538461538461537,0.8623524511195819,0.4065934913677639,0.342416788692347,0.3608364832522405,0.3541769041769042,0.862493496746824,0.38839219276051884,0.29753127533039,0.3277745250876466,0.3278628968567367
323800,X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,100,0.3,0.9,10000.0,2.0,300000.0,0.045,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Whitepaints_Z93,0.03,1300,0.92,0.001,1.5649199999999996e-09,0.039,0.484384857287277,4.715571223609331,4.328074051766977,4.048467499364796,0.9006574876108768,0.42944781290732903,0.37846233344390323,0.4243286467826338,0.37538461538461537,0.8988920734511909,0.399473275870292,0.34244995682226825,0.3487070909527284,0.3541769041769042,0.8992353265408654,0.3847289145524806,0.29754833352499876,0.3222369250701719,0.3278628968567367
323900,X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,100,0.3,0.9,10000.0,2.0,300000.0,0.045,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Aluminizedkapton_5mil,0.03,1420,0.86,0.005,1.4628599999999996e-09,0.213,0.6835346984602302,4.798164075155011,4.363566882218087,4.062637691805414,0.8938850291590216,0.44798361661546066,0.37842844062735476,0.44706579230319327,0.37538461538461537,0.8922365937553932,0.4088146351339792,0.3424255989768573,0.3576146134226826,0.3541769041769042,0.8925377680098312,0.38954756139402347,0.29753580641333294,0.32630360008300485,0.3278628968567367
