Communication_Communication band,Communication_Frequency [GHz],Communication_Beamwidth [deg],Communication_D_r [m],Communication_Required Eb/N0 [dB],Communication_Efficiency,Communication_D_antenna [m],Communication_Mass_communication [kg],Communication_Data Rate [bps],OBC_cpu_DMIPS,OBC_cpu_power_idle,OBC_power max,OBC_cpu efficiency,OBC_recovery rate,OBC_Throughtput per W,OBC_Mass_OBC,SolarArray_Solar Material,SolarArray_Efficiency,SolarArray_Specific Power [W/kg],SolarArray_A_solar [m^2],SolarArray_P_solar_max [W],SolarArray_Mass_solar_array [kg],Battery_Battery type,Battery_Number of cell,Battery_Diameter [m],Battery_Length [m],Battery_Volumetric Energy [Wh/m³],Battery_Specific Energy [Wh/kg],Battery_Capacity [Wh],Battery_Mass_battery [kg],Radiator_Radiator material,Radiator_A_radiator [m2],Radiator_rho [kg/m³],Radiator_emissivity,Radiator_thickness [m],Radiator_Q_rad [W/K⁴],Radiator_Mass_radiator [kg],CubeSat mass,score_4orbits,score_8orbits,score_15orbits,subscore_4_Power,subscore_4_Thermal,subscore_4_OBC,subscore_4_Comm,subscore_4_Payload,subscore_8_Power,subscore_8_Thermal,subscore_8_OBC,subscore_8_Comm,subscore_8_Payload,subscore_15_Power,subscore_15_Thermal,subscore_15_OBC,subscore_15_Comm,subscore_15_Payload
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,250,1.0,2.0,18000.0,2.0,500000.0,0.065,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Silveredteflon_2mil,0.03,2100,0.66,0.002,1.12266e-09,0.126,0.5496788852273564,7.2320797928601745,6.614153360310292,6.296771496853965,0.6911952939499224,0.6702329499323697,0.7258629373774577,0.9047356288220454,0.6502991452991453,0.6936083590863596,0.49834406104348083,0.6341818500058312,0.8877963210171014,0.6504299754299754,0.6912429907024997,0.4042820849274952,0.6116363066749346,0.8902982233376127,0.6504975517295846
UHF2,0.8,75.0,0.1,12.0,0.57,0.35,0.624,22319.847604127903,160,0.4,1.2,12000.0,2.5,400000.0,0.05,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Silveredteflon_2mil,0.03,2100,0.66,0.002,1.12266e-09,0.126,1.0551622398959726,7.5493776818573375,6.4413412505255,5.719812263480842,0.8799627091961305,0.7437510879123856,0.6343353164433887,0.9083052152934956,0.6502991452991453,0.8786229860758878,0.4557834953197931,0.48695152175841433,0.8742469158504129,0.6504299754299754,0.8781125027894707,0.2642429070232563,0.49976859897625425,0.8115975767213044,0.6504975517295846
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,250,1.0,2.0,18000.0,2.0,500000.0,0.065,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,0.6140183270440835,5.919707590170003,5.404497119387052,5.03657654580175,0.8888335462788024,0.5014434560462848,0.4576121190176345,0.7508295174287434,0.47470085470085466,0.8843300234112685,0.2919226227129515,0.4878169427549021,0.6984153313800414,0.5242321867321866,0.8793117963140514,0.19618452654916993,0.5164625107961789,0.669899748579623,0.5430263781393145
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,90,0.4,1.1,7000.0,1.5,300000.0,0.042,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Aluminizedteflon_2mil,0.03,2200,0.78,0.002,1.3267799999999996e-09,0.132,1.4918406733516374,6.074154351159088,5.085115190288092,4.4176337026302805,0.8514574423185063,0.6031137091047831,0.4986555614578625,0.6802151356005677,0.47470085470085466,0.8505675854513435,0.4864794498455239,0.4289976295398779,0.4501137478224119,0.4255528255528256,0.8507433635606797,0.4291074991652207,0.34206172791662304,0.3695702858762671,0.36457115779497706
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,140,0.6,1.5,8000.0,2.0,400000.0,0.058,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Betacloth,0.03,1600,0.86,0.003,1.4628599999999996e-09,0.144,1.5376354472646807,5.815923798300979,4.95511484984087,4.347168677849132,0.8300369575808555,0.5730840194659714,0.5123224564686963,0.5751940751277766,0.47470085470085466,0.8302888125484492,0.47146364909560107,0.4388197175049946,0.4086501039226153,0.4255528255528256,0.8308032616949,0.4214769735336332,0.3471131760440601,0.3503539409283468,0.36457115779497706
UHF2,0.8,75.0,0.1,12.0,0.57,0.35,0.624,22319.847604127903,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Betacloth,0.03,1600,0.86,0.003,1.4628599999999996e-09,0.144,1.0489365768404526,5.067750291994456,4.425363487313623,4.057489124748795,0.8814691224832594,0.5296136645363914,0.2986376828953947,0.6109369845440014,0.39243589743589746,0.8806419808039012,0.4346900534252802,0.28511101803456457,0.4243841970103047,0.36643120393120393,0.8811886407808097,0.3879974883963596,0.26805962806287503,0.35908425471637145,0.3341652187648081
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Aluminizedteflon_2mil,0.03,2200,0.78,0.002,1.3267799999999996e-09,0.132,1.6306855237854443,7.645346752337433,6.190864441164964,4.987128966028172,0.8804328685832181,0.6809998650121276,0.7736388244586474,0.8659468258811518,0.6502991452991453,0.8801052152985728,0.5104304205676832,0.6079555426447427,0.6034908379887893,0.5517506142506143,0.8803980239195753,0.42652795643421704,0.43410305243184233,0.4406529692715835,0.42947401674301056
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Metallic_VDA,0.03,2700,0.04,0.002,6.803999999999999e-11,0.162,1.8060675491269504,5.168823344293333,4.5398668017497,4.171642024763196,0.9418572526924437,0.5654622528369244,0.3214481185808191,0.5740931751257126,0.37538461538461537,0.9448861441360341,0.4676613269109985,0.30147542014073897,0.4087261931163474,0.3541769041769042,0.9468640370186248,0.4195534216150272,0.2764753452358294,0.3508420171397062,0.3278628968567367
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,500,1.5,3.0,20000.0,3.0,500000.0,0.075,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Aluminizedkapton_2mil,0.03,1420,0.75,0.002,1.2757499999999999e-09,0.0852,0.5784667337720257,5.234471099087605,4.273017884453179,3.860209518369477,0.7127186000740955,0.49244154886775604,0.3160310191977145,0.7463482597847579,0.47470085470085466,0.6057412674749245,0.4160804377566449,0.2493240584272785,0.5327107084440033,0.4255528255528256,0.5360299309004871,0.37851869622046735,0.25633706244106635,0.4332577785268722,0.38038224609066495
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,0.4891248224844424,7.709638389515811,7.147080948917488,6.803952439382213,0.8300166017738048,0.7825232031915792,0.7123581805895693,0.9052623121895633,0.6502991452991453,0.8329521039005077,0.6274607031915793,0.6005641137125279,0.9134336746811784,0.6504299754299754,0.8338277113076157,0.5081419500170198,0.5692232861826161,0.929429915792749,0.6504975517295846
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,1.519669470233344,7.3804881409200735,6.7666920086766815,6.301048102973659,0.6151457867325095,0.7884952028416311,0.7688084967527122,0.9030607500297154,0.6502991452991453,0.6193189595520121,0.564185017656446,0.71128430161627,0.8776115948818892,0.6504299754299754,0.6141437895492471,0.45384768655608587,0.7176123151547791,0.7684873726655022,0.6461854367398516
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Silveredteflon_5mil,0.03,2100,0.78,0.005,1.3267799999999996e-09,0.315,1.4675693377426835,7.643903958387198,6.899025449002365,6.50331241824643,0.7307677889687865,0.8416006840721538,0.7210504845269001,0.9049233123622638,0.6502991452991453,0.7342044027090788,0.5817210544425241,0.616511318541465,0.9125682730795868,0.6504299754299754,0.7328917030000399,0.4480004347467068,0.5871909183180688,0.927534031243942,0.6504975517295846
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Silveredteflon_2mil,0.03,2100,0.66,0.002,1.12266e-09,0.126,0.5441333339451762,7.107086557697578,6.2510647277246525,5.786254924446604,0.6524685161979562,0.7824933191543112,0.6003997348512002,0.9096286912351774,0.6502991452991453,0.6551993355454544,0.6130234117469038,0.39516123325601665,0.9245802037202233,0.6504299754299754,0.629901883292144,0.4885429888694264,0.34129815757756454,0.9493634660609123,0.6504975517295846
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,500,1.5,3.0,20000.0,3.0,500000.0,0.075,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Whitepaints_Z93,0.03,1300,0.92,0.001,1.5649199999999996e-09,0.039,0.9479434650384914,4.984673545620833,4.427640215648923,4.056468096967041,0.9374410266168682,0.48093162794847416,0.32734877009996266,0.5554808945198215,0.37538461538461537,0.9206769197596446,0.4253552390595853,0.3057160596025612,0.40129530987052003,0.3541769041769042,0.8696431268862383,0.39801742371636695,0.2786562837989205,0.3473250105613386,0.3278628968567367
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Blackpaints_chemglazeZ306,0.03,1200,0.89,0.0015,1.5138899999999996e-09,0.054,1.564346590861308,7.768497736173608,7.067084859630173,6.381808418680929,0.8500354906182926,0.7372246269490907,0.7688084967527122,0.9030607500297154,0.6502991452991453,0.852085269346113,0.5385417565787204,0.7266391140442874,0.8127926577360651,0.6504299754299754,0.8528243418294761,0.44081040463887383,0.652576072182209,0.7186672190968197,0.6004106776180698
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,90,0.4,1.1,7000.0,1.5,300000.0,0.042,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Silveredteflon_5mil,0.03,2100,0.78,0.005,1.3267799999999996e-09,0.315,0.931088183945176,7.776133114967414,7.093128925306361,6.456961463677567,0.8153454522973107,0.7032160960625625,0.8472903949336161,0.9000000003665414,0.6502991452991453,0.8144453234166003,0.4817832256921921,0.8481142087449873,0.829508370127809,0.6504299754299754,0.8121686193744416,0.332225103861851,0.8481365721742318,0.7539644417239737,0.6504975517295846
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,100,0.3,0.9,10000.0,2.0,300000.0,0.045,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Silveredteflon_2mil,0.03,2100,0.66,0.002,1.12266e-09,0.126,0.5473803296144809,7.707698331883927,7.254624805217299,6.947326297496233,0.8455976677872493,0.7671375410247558,0.7123589863465345,0.9052623121895633,0.6502991452991453,0.8440318917443802,0.6672347632469783,0.6005645519418648,0.9134336746811784,0.6504299754299754,0.8421750554273902,0.5583941225457044,0.5692236809431248,0.929429915792749,0.6504975517295846
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,1.0940667838558902,8.247174079191954,7.969977099265448,7.9032701328060275,0.911049458797684,0.998613860388202,0.7123585490442486,0.9052623121895633,0.6502991452991453,0.9092135583820692,0.9912481196474612,0.6005643127637897,0.9134336746811784,0.6504299754299754,0.909657782726495,0.9849427406257352,0.5692234654559702,0.929429915792749,0.6504975517295846
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,60,0.25,0.7,6000.0,1.2,300000.0,0.038,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,1.0148407838558902,7.705749158935639,6.8728123403075925,6.288309474455158,0.9067788618831796,0.714473122878024,0.7123598447555421,0.9052623121895633,0.6502991452991453,0.9058527886567257,0.490112011766913,0.6278765572255414,0.8457551305116999,0.6504299754299754,0.9062479738454909,0.33654513201814207,0.6355011677879905,0.7798609136978358,0.6504975517295846
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,250,1.0,2.0,18000.0,2.0,500000.0,0.065,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Whitepaints_chemglazeA276,0.03,1300,0.88,0.001,1.49688e-09,0.039,0.6743353007210497,7.457668742846418,6.862974147652853,6.414758812352775,0.837153811160305,0.5995788027083295,0.8464920194498897,0.8348873169623818,0.6502991452991453,0.8372292262812374,0.4279630619675889,0.8468242262612702,0.771466951725307,0.6504299754299754,0.8368203075783885,0.33619335639247405,0.846901160308541,0.7008126429314889,0.6504975517295846
L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,160,0.4,1.2,12000.0,2.5,400000.0,0.05,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Quartzmirror,0.03,1333,0.8,0.008,1.3607999999999999e-09,0.31992,1.280754398601984,6.962710033998664,5.810007437357074,5.0759239368598275,0.909792884931783,0.7521391236525471,0.4565228679071267,0.8055177405081972,0.6502991452991453,0.9078720350951058,0.47574329031921375,0.35486236785038344,0.6640880067061814,0.6504299754299754,0.908168516223961,0.28793129171449533,0.28149560330094386,0.7037249320386281,0.6504975517295846
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,60,0.25,0.7,6000.0,1.2,300000.0,0.038,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.355210736193527,5.866057741063212,5.414095449918555,4.9208136819710635,0.9027837272121804,0.48208401488474795,0.44754510405677905,0.7512221591007386,0.47470085470085466,0.8928250716325585,0.3013178111810442,0.4716904155753014,0.6992904948472182,0.5242321867321866,0.8875901613995164,0.2157092024179093,0.44121625256191666,0.6716388935773911,0.50852945822145
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,90,0.4,1.1,7000.0,1.5,300000.0,0.042,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.4281018876306541,7.639861926299466,7.076869700377597,6.800944951966017,0.8873117521716927,0.6868490611113225,0.7258637858834682,0.9047356288220454,0.6502991452991453,0.8859334786207594,0.5481314685187298,0.6354018592941789,0.884445585576092,0.6504299754299754,0.8856734813758927,0.4670654288575355,0.6175468458428596,0.8755467887478823,0.6504975517295846
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,500,1.5,3.0,20000.0,3.0,500000.0,0.075,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.5314036984602302,8.014577789188985,7.714058735583667,7.404196978118743,0.6697676383576069,0.9956155605439831,0.8472892854657914,0.9000000003665414,0.6502991452991453,0.5574223104354247,0.9870368568402794,0.8481134134325086,0.9000000009357101,0.6504299754299754,0.5264234107883589,0.9826741486941499,0.8481357870215602,0.7797116787172735,0.6504975517295846
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,1.0495032481449065,8.536914168303042,8.520648266115819,8.506952362852669,0.9145000067199295,0.9998462501513803,0.8472897387802796,0.9000000003665414,0.6502991452991453,0.9130813718750643,0.9907328242254543,0.8481137365462388,0.9000000009357101,0.6504299754299754,0.9139134498913839,0.9817732808022706,0.8481361025599394,0.9000000020499137,0.6504975517295846
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,60,0.25,0.7,6000.0,1.2,300000.0,0.038,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,NiH2_individual,3,0.021,0.07,64500,43.0,4.691454192339331,0.1091035858683565,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.5513835858683565,7.699062711559699,7.079352649706584,6.580176923084915,0.8453527275184369,0.7258224210908996,0.846544815088462,0.8008622268571475,0.6502991452991453,0.8437692459328648,0.5358710322020107,0.846983259586555,0.7138523383026245,0.6504299754299754,0.8417794139715911,0.4222286848945164,0.8307087413365648,0.6519548594439778,0.6408782182909494
L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,140,0.6,1.5,8000.0,2.0,400000.0,0.058,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.3266404349697167,7.2847111187546005,6.664423899137586,6.343266896011403,0.8581891365195549,0.999603628866554,0.45652287235743366,0.8055177405081972,0.6502991452991453,0.8580233549212897,0.999603628866554,0.3548623690099601,0.6640880067061814,0.6504299754299754,0.8578619811881664,0.9995040032832883,0.2547472245350557,0.7227828482889846,0.6504975517295846
L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,160,0.4,1.2,12000.0,2.5,400000.0,0.05,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.2899330775975199,7.21787561066063,6.603256846573499,6.282668847991889,0.8195527028632008,0.9995838948081144,0.4565228679071267,0.8055177405081972,0.6502991452991453,0.819380398849989,0.9995838948081144,0.35486236785038344,0.6640880067061814,0.6504299754299754,0.8176288911227267,0.9995433898244266,0.2547472244648414,0.7227828482889846,0.6504975517295846
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,160,0.4,1.2,12000.0,2.5,400000.0,0.05,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.2823503435653737,5.02065696099071,4.9155228855361734,4.69513801400687,0.8647913477347542,0.5524265496173495,0.24864808555951676,0.5657332873494191,0.47470085470085466,0.8507192999966741,0.41354460517290503,0.34797587007869424,0.44716433237686526,0.5242321867321866,0.83650435506484,0.34122464207185144,0.25804323726931655,0.5383365685783268,0.5754225240878219
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,60,0.25,0.7,6000.0,1.2,300000.0,0.038,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Aluminizedkapton_2mil,0.03,1420,0.75,0.002,1.2757499999999999e-09,0.0852,0.4984803268404527,4.648145122980144,4.194693766918765,3.9465647515085607,0.8990069300333245,0.4187344809653002,0.268904065916241,0.5709824926909388,0.37538461538461537,0.8971910304465155,0.37914188837270757,0.26371340158329315,0.4087541485370302,0.3541769041769042,0.8973766649961171,0.35966644193052316,0.2570545375899253,0.35196860460739526,0.3278628968567367
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,90,0.4,1.1,7000.0,1.5,300000.0,0.042,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Silveredteflon_2mil,0.03,2100,0.66,0.002,1.12266e-09,0.126,0.5386392514548466,5.713922531580429,5.14020584198726,4.814140235353067,0.8992824349746099,0.5194131536627519,0.3640797305879153,0.754477288225311,0.47470085470085466,0.891603737848273,0.3146562092183074,0.3631819606623169,0.6718099264801697,0.5242321867321866,0.8853760650015264,0.21919171587802164,0.3693019131131579,0.6694582613924986,0.538935397251619
