Communication_Communication band,Communication_Frequency [GHz],Communication_Beamwidth [deg],Communication_D_r [m],Communication_Required Eb/N0 [dB],Communication_Efficiency,Communication_D_antenna [m],Communication_Mass_communication [kg],Communication_Data Rate [bps],OBC_cpu_DMIPS,OBC_cpu_power_idle,OBC_power max,OBC_cpu efficiency,OBC_recovery rate,OBC_Throughtput per W,OBC_Mass_OBC,SolarArray_Solar Material,SolarArray_Efficiency,SolarArray_Specific Power [W/kg],SolarArray_A_solar [m^2],SolarArray_P_solar_max [W],SolarArray_Mass_solar_array [kg],Battery_Battery type,Battery_Number of cell,Battery_Diameter [m],Battery_Length [m],Battery_Volumetric Energy [Wh/m³],Battery_Specific Energy [Wh/kg],Battery_Capacity [Wh],Battery_Mass_battery [kg],Radiator_Radiator material,Radiator_A_radiator [m2],Radiator_rho [kg/m³],Radiator_emissivity,Radiator_thickness [m],Radiator_Q_rad [W/K⁴],Radiator_Mass_radiator [kg],CubeSat mass,score_4orbits,score_8orbits,score_15orbits,subscore_4_Power,subscore_4_Thermal,subscore_4_OBC,subscore_4_Comm,subscore_4_Payload,subscore_8_Power,subscore_8_Thermal,subscore_8_OBC,subscore_8_Comm,subscore_8_Payload,subscore_15_Power,subscore_15_Thermal,subscore_15_OBC,subscore_15_Comm,subscore_15_Payload,al_order
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,500,1.5,3.0,20000.0,3.0,500000.0,0.075,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Betacloth,0.03,1600,0.86,0.003,1.4628599999999996e-09,0.144,0.5306100846360378,4.6489899995843516,4.0674485405992025,3.667496094854845,0.7417233319875147,0.4499663443515397,0.3349848293080139,0.5174512957172526,0.37538461538461537,0.6381603477586976,0.40981125175894706,0.3112038906555291,0.38621700038597695,0.3541769041769042,0.5416804345978684,0.3900591136957704,0.2814786464422222,0.3402804479205287,0.3278628968567367,2182
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,250,1.0,2.0,18000.0,2.0,500000.0,0.065,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,0.5302803268404526,5.350483190176871,4.7275074390026,4.387452413027985,0.8617276342816529,0.4364686967752366,0.3367663043302637,0.754477288225311,0.45884615384615385,0.8620451049010499,0.3730381412196811,0.28678813432008304,0.5808425303280105,0.4408169533169533,0.8571407084599995,0.3418368910203863,0.2785967257018966,0.49225823378689076,0.4045964302637814,2183
L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,500,1.5,3.0,20000.0,3.0,500000.0,0.075,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiIon_21700,3,0.018,0.065,228500,190.4,11.338502687648504,0.0595509594939522,Whitepaints_S13G-LO,0.03,1300,0.85,0.003,1.4458499999999995e-09,0.117,0.5641004531462961,6.788896776984248,5.9646997861090885,5.516123503467537,0.8441284344373675,0.7143923804098751,0.45652271427649677,0.8055177405081972,0.6502991452991453,0.8451874249247399,0.5827789544839491,0.3548623115232219,0.6640880067061814,0.6504299754299754,0.8458916996063437,0.5040715464557873,0.2547472210151861,0.7227828482889846,0.6504975517295846,2184
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,140,0.6,1.5,8000.0,2.0,400000.0,0.058,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,NiCd,3,0.018,0.065,54000,30.0,2.6795586220263417,0.0893186207342113,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,0.4784744996404614,7.452475129696172,7.034194599395444,6.753550926625734,0.6988848627377673,0.784351585384419,0.7123585490442486,0.9052623121895633,0.6502991452991453,0.6996636974066227,0.6898353816807152,0.6005643127637897,0.9134336746811784,0.6504299754299754,0.6954613358914609,0.5870063464179467,0.5692234654559702,0.929429915792749,0.6504975517295846,2185
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,250,1.0,2.0,18000.0,2.0,500000.0,0.065,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Aluminizedkapton_2mil,0.03,1420,0.75,0.002,1.2757499999999999e-09,0.0852,0.6176621839451761,7.90232871607211,7.697703761207895,7.390157941869543,0.7315781394637693,0.8502941072918095,0.846394908289275,0.9000348828510771,0.6502991452991453,0.7327111343475835,0.7443450332177354,0.8464725063215179,0.9000890492347169,0.6504299754299754,0.730361131805213,0.6090192025177075,0.8462869772182005,0.9001950852273355,0.6504975517295846,2186
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,90,0.4,1.1,7000.0,1.5,300000.0,0.042,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Whitepaints_S13G-LO,0.03,1300,0.85,0.003,1.4458499999999995e-09,0.117,0.544913544435388,6.033951790309383,5.731344640244346,5.608934720123983,0.901464418887303,0.5440030730179863,0.45761250708667883,0.7508295174287434,0.47470085470085466,0.8949383435042089,0.38689659153650485,0.48781725314335117,0.6984153313800414,0.5242321867321866,0.8896169826539763,0.3060875513708658,0.5441445671919884,0.669899748579623,0.5592797346390775,2187
L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,90,0.4,1.1,7000.0,1.5,300000.0,0.042,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,0.454300651911924,5.481145405018127,5.237731112600299,5.213317182350567,0.9000907302521225,0.5787324433124132,0.28297872830094645,0.6816546290681552,0.49235042735042733,0.8949540149227091,0.4433111470161169,0.35547358098447956,0.5205861095160249,0.5369164619164619,0.8896371129549425,0.3678543333330353,0.3428363449043823,0.5838205726402195,0.5879166008529457,2188
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,140,0.6,1.5,8000.0,2.0,400000.0,0.058,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Metallic_bareAl,0.03,2700,0.1,0.001,1.7009999999999999e-10,0.081,1.4530877901275103,6.881586665170611,5.599578845323828,4.701865342867373,0.8714441667383263,0.6792526726536326,0.6313892795656715,0.7409912122630626,0.5572649572649573,0.870350589358844,0.5245559133943734,0.5245295565262644,0.4741089121162757,0.48488943488943487,0.8708965721477503,0.44846116302693034,0.39119527533917975,0.38069085586927653,0.3950876638761649,2189
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,500,1.5,3.0,20000.0,3.0,500000.0,0.075,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Metallic_bareAl,0.03,2700,0.1,0.001,1.7009999999999999e-10,0.081,1.4890500329846534,5.101918552359806,4.474642669525126,4.096871504408205,0.8437764523510968,0.5549008512654517,0.34308746889143915,0.5732492406745768,0.37538461538461537,0.8471385140240322,0.4623661290432295,0.3170270405166571,0.40788225866521166,0.3541769041769042,0.8481713929302396,0.41684864941704125,0.2844734617847074,0.34999808268857047,0.3278628968567367,2190
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,500,1.5,3.0,20000.0,3.0,500000.0,0.075,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Metallic_VDG,0.03,8400,0.03,0.001,5.102999999999999e-11,0.252,1.8378742925260527,4.86809930751702,4.372854302016829,4.050428041971096,0.8512377784053693,0.5235334357276064,0.35833648890119374,0.4560729648692868,0.37538461538461537,0.8521481887281455,0.44666538017205076,0.3279861024171498,0.36161958190664223,0.3541769041769042,0.8532377613088724,0.4088542745823864,0.2901096496729722,0.3285576237420483,0.3278628968567367,2191
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,60,0.25,0.7,6000.0,1.2,300000.0,0.038,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Silveredteflon_2mil,0.03,2100,0.66,0.002,1.12266e-09,0.126,2.015262394356101,7.881066552912117,6.349238619949363,5.110620775403164,0.9116739272565476,0.7386455089206503,0.7688103629160328,0.9030607500297154,0.6502991452991453,0.9093228614945388,0.5542728237354652,0.6058341809696106,0.6124490326584984,0.5517506142506143,0.9091527018959511,0.46358059772555227,0.4330120518531383,0.4448046487356404,0.42947401674301056,2192
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,16,0.1,0.3,5000.0,1.0,200000.0,0.035,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Silveredteflon_5mil,0.03,2100,0.78,0.005,1.3267799999999996e-09,0.315,1.3256913324453516,5.393936957444183,4.714263812572315,4.312354673117715,0.8988309749035445,0.5683540509489027,0.46429581460386204,0.5961108077704291,0.32293162393162395,0.8988463097068575,0.4690855324303842,0.41804972720307554,0.4174046148753737,0.31648034398034397,0.8988430380280277,0.42025572389281174,0.36066789826912726,0.35485125269895607,0.3084757542252409,2193
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,160,0.4,1.2,12000.0,2.5,400000.0,0.05,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Silveredteflon_5mil,0.03,2100,0.78,0.005,1.3267799999999996e-09,0.315,1.4167288024368905,5.966176649834077,5.04890108919966,4.424428653109239,0.9094352852122679,0.57882636930942,0.47892635784609416,0.6316429876965918,0.47470085470085466,0.9079308133585229,0.47433331375386445,0.4148188433371892,0.4315548244112388,0.4255528255528256,0.9085663869791553,0.42293357522213804,0.33476965289303173,0.3615170314145912,0.36457115779497706,2194
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,250,1.0,2.0,18000.0,2.0,500000.0,0.065,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,NiCd,3,0.018,0.065,54000,30.0,2.6795586220263417,0.0893186207342113,Aluminizedkapton_5mil,0.03,1420,0.86,0.005,1.4628599999999996e-09,0.213,1.6107271101406724,6.382049861995123,5.214887516721523,4.390157857916419,0.6269942728657726,0.6131175682198804,0.624892888124732,0.7909086298951917,0.5572649572649573,0.6303997928339997,0.49148793859025075,0.5198608282564178,0.49381694038963586,0.48488943488943487,0.6309249413632471,0.4316587841317533,0.38879417269740935,0.38982455069020167,0.3950876638761649,2195
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,500,1.5,3.0,20000.0,3.0,500000.0,0.075,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Aluminizedkapton_5mil,0.03,1420,0.86,0.005,1.4628599999999996e-09,0.213,0.7678524953763748,5.775250962998033,5.278733753438747,4.9576712052751315,0.6848793449670316,0.5289680634311584,0.4247059425969312,0.7665921904091035,0.5447008547008547,0.6866693808683944,0.41935000787560295,0.3605471233170226,0.6871359428503767,0.5745393120393121,0.675311907022997,0.365429301241503,0.317462257785848,0.6825886378206076,0.5600537039962091,2196
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,90,0.4,1.1,7000.0,1.5,300000.0,0.042,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Aluminizedteflon_5mil,0.03,2200,0.66,0.005,1.12266e-09,0.33,2.2442543375513675,8.36175784048989,7.706236546002833,7.191627632569833,0.9120402385582731,0.9927160666600923,0.7688094802582626,0.9030607500297154,0.6502991452991453,0.9103941122151925,0.7180123629563885,0.7041304530607124,0.9078135083397658,0.6504299754299754,0.9109521354328547,0.5172686066562763,0.6867761369660645,0.9138258087608069,0.6504975517295846,2197
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,100,0.3,0.9,10000.0,2.0,300000.0,0.045,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Silveredteflon_2mil,0.03,2100,0.66,0.002,1.12266e-09,0.126,0.626097101838396,7.61349896158455,7.057398572051726,6.788099626264942,0.8059004597626875,0.7569261859367797,0.7123589863465345,0.9052623121895633,0.6502991452991453,0.8048618873431946,0.6096275748256686,0.6005645519418648,0.9134336746811784,0.6504299754299754,0.8019978463925028,0.5221828008913405,0.5692236809431248,0.929429915792749,0.6504975517295846,2198
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,225,0.2,1.0,15000.0,1.5,600000.0,0.04,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Aluminizedteflon_5mil,0.03,2200,0.66,0.005,1.12266e-09,0.33,0.9118464925990726,7.4956816539316895,6.513496382874072,6.028653465510576,0.8873759859088167,0.8533769156072019,0.5438926941510834,0.8834473997041075,0.6502991452991453,0.8853370564596623,0.6830806193109056,0.3601386078608727,0.8275991701217731,0.6504299754299754,0.884480209248651,0.549070915395492,0.2908283616230145,0.866767505708328,0.6504975517295846,2199
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,60,0.25,0.7,6000.0,1.2,300000.0,0.038,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Aluminizedkapton_2mil,0.03,1420,0.75,0.002,1.2757499999999999e-09,0.0852,0.7223961935713759,7.049927522073428,6.051778551400115,5.721194790080637,0.897204797410538,0.6304382954525467,0.5754746109625514,0.8227156078310702,0.6502991452991453,0.8950647816556022,0.4428919991562503,0.40292221248791704,0.7813418333234128,0.6504299754299754,0.89466902832255,0.3417309554351045,0.41786310180763375,0.7375768179098261,0.6504975517295846,2200
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,90,0.4,1.1,7000.0,1.5,300000.0,0.042,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Silveredteflon_5mil,0.03,2100,0.78,0.005,1.3267799999999996e-09,0.315,0.8075945701209839,7.384782200309123,6.602171253714171,6.142663900963435,0.815345451810976,0.6471407183660147,0.7319334851663071,0.8745069733635933,0.6502991452991453,0.8144453229232466,0.4430921072549035,0.6646703301988521,0.8040279349918622,0.6504299754299754,0.8121686188424282,0.3343274606645221,0.6740182951316879,0.7345953259945825,0.6504975517295846,2201
UHF2,0.8,75.0,0.1,12.0,0.57,0.35,0.624,22319.847604127903,160,0.4,1.2,12000.0,2.5,400000.0,0.05,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Blackpaints_3Mblackvelvet,0.03,1200,0.84,0.002,1.4288399999999996e-09,0.072,1.084823203119592,7.307955100742899,6.1943697943200435,5.206546432465902,0.8852785337956449,0.643105954385337,0.6482995406383805,0.868416348716873,0.6502991452991453,0.8835182830597993,0.3731777136445963,0.5541167551330528,0.7674543849787896,0.6504299754299754,0.8829362970088224,0.20020339800995005,0.49856505943151036,0.7116637978450864,0.6100300110567052,2202
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,225,0.2,1.0,15000.0,1.5,600000.0,0.04,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Whitepaints_Z93,0.03,1300,0.92,0.001,1.5649199999999996e-09,0.039,1.1728324024368904,6.415677278944262,5.550543767401344,4.79482312470094,0.9025302502506757,0.5977618783497605,0.5121823800614742,0.7695024257194887,0.5111965811965812,0.9010713666527291,0.46875261909050125,0.3805680215935041,0.7033703072021071,0.465970515970516,0.9011832809309154,0.40529345274836936,0.2611367217503113,0.6699163844915637,0.39663560259042807,2203
UHF2,0.8,75.0,0.1,12.0,0.57,0.35,0.624,22319.847604127903,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Quartzmirror,0.03,1333,0.8,0.008,1.3607999999999999e-09,0.31992,1.344232081068926,7.739145847311902,6.828555167742754,6.106598714331718,0.8002316074873674,0.9259462492520458,0.6343350180354966,0.9083052152934956,0.6502991452991453,0.8024061323645383,0.6751175455483421,0.45742009072040707,0.9212016232391609,0.6504299754299754,0.8026365349086796,0.4212457669367932,0.407943665389563,0.9464476028641899,0.6504975517295846,2204
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,160,0.4,1.2,12000.0,2.5,400000.0,0.05,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.2633881007082309,4.951460092515195,4.804077078221472,4.4992124017443915,0.8655768786569517,0.5149249102400588,0.24864808555951676,0.5657332873494191,0.47470085470085466,0.8516085623675914,0.36835778061042923,0.34797587007869424,0.44716433237686526,0.5242321867321866,0.8374764133716021,0.29579160726923737,0.2581543863040473,0.5199039709731306,0.5545253514452693,2205
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,250,1.0,2.0,18000.0,2.0,500000.0,0.065,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,NiH2_individual,3,0.021,0.07,64500,43.0,4.691454192339331,0.1091035858683565,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.422179614901307,7.981180158225505,7.760887206646552,7.708828188372734,0.7628471758153089,0.9940506871260189,0.7258629373774577,0.9047356288220454,0.6502991452991453,0.7647808264589782,0.9923516130519447,0.6253403439674421,0.9120891529644208,0.6504299754299754,0.7639626154553977,0.9901724895876038,0.597138528604903,0.9264843955352771,0.6504975517295846,2206
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,60,0.25,0.7,6000.0,1.2,300000.0,0.038,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.5021952229321458,7.57334130797897,6.976122569657597,6.4855076234594335,0.8149869250064108,0.714657979793647,0.8472914123553223,0.7763235692240698,0.6502991452991453,0.813693126027069,0.5309056649788322,0.848114939362927,0.6933256138358425,0.6504299754299754,0.8108734821426212,0.421102466057333,0.8249904923797449,0.6395290737212775,0.6368978044542726,2207
UHF2,0.8,75.0,0.1,12.0,0.57,0.35,0.624,22319.847604127903,90,0.4,1.1,7000.0,1.5,300000.0,0.042,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,1.5260539462695442,7.85308993608679,6.846323048910522,5.426377327194852,0.8967474925486605,0.8889319319072805,0.634335747944641,0.9083052152934956,0.6502991452991453,0.8967845838504526,0.6042050800554286,0.5006891308439246,0.8524044753659534,0.6504299754299754,0.8967444545870531,0.47419190035117775,0.3477375618067017,0.6436019670966269,0.49437687569104405,2208
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,60,0.25,0.7,6000.0,1.2,300000.0,0.038,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,1.4981651727362064,8.322055502071512,8.15792981241881,7.67217737428985,0.8842080811310706,0.9998829918620675,0.7688103629160328,0.9030607500297154,0.6502991452991453,0.8824249884900937,0.984852899269475,0.7041310053759164,0.9078135083397658,0.6504299754299754,0.8817236667659554,0.7367532136870069,0.6859113532227679,0.9171174974787377,0.6504975517295846,2209
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,100,0.3,0.9,10000.0,2.0,300000.0,0.045,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Aluminizedkapton_2mil,0.03,1420,0.75,0.002,1.2757499999999999e-09,0.0852,0.5511781843789834,4.685150801822092,4.2108368969000844,3.9569387035840844,0.9031107079245444,0.4320983576998993,0.26127372645287605,0.589823476160986,0.37538461538461537,0.9011122492600675,0.3858460428850845,0.2582296923622013,0.41631565221403044,0.3541769041769042,0.9013856655475497,0.3630947042881897,0.25423429488088933,0.3555818993654669,0.3278628968567367,2210
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,60,0.25,0.7,6000.0,1.2,300000.0,0.038,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Metallic_VDA,0.03,2700,0.04,0.002,6.803999999999999e-11,0.162,0.5577911195824876,4.755994095926669,4.3360125842744885,4.051678952783824,0.9013081818811286,0.47839210423107803,0.3534879847736736,0.42530265246487425,0.37538461538461537,0.8994788962609707,0.42398701163848546,0.3245015278299408,0.3496810966349688,0.3541769041769042,0.8996814714229222,0.39722535251017266,0.28831755058096353,0.32321093075241225,0.3278628968567367,2211
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,160,0.4,1.2,12000.0,2.5,400000.0,0.05,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Metallic_bareAl,0.03,2700,0.1,0.001,1.7009999999999999e-10,0.081,0.5971770484602301,4.547353907874355,4.17728565481089,3.932476632330555,0.8834147987044715,0.4199722591568936,0.327491388451452,0.4263165065687508,0.37538461538461537,0.8818214580239633,0.3797315184161529,0.3058185423163179,0.3506949507388454,0.3541769041769042,0.8818901632051894,0.359937250353072,0.27870899002200583,0.3242247848562888,0.3278628968567367,2212
L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,60,0.25,0.7,6000.0,1.2,300000.0,0.038,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Betacloth,0.03,1600,0.86,0.003,1.4628599999999996e-09,0.144,0.5652287943733935,5.064641868479917,4.467040335644563,3.878584878083837,0.8963267528126326,0.4556440068635306,0.2593198779240933,0.6670238185893315,0.4717094017094017,0.8909558974262365,0.27351206241908615,0.3172621890127862,0.4782836545149475,0.481019656019656,0.8846108548227254,0.18259067230175707,0.2733992957196773,0.45255571240464215,0.43920391723266466,2213
